Diseases & Risk Factors,Indicator Name,Cancer Type,Year,Country Name,Region,Gender,Area,Numeric,Lower Confidence Limit,Upper Confidence Limit,Comment
Harmful Alcohol Use,Total NCD deaths,,2013,India,South-East Asia Region,Females,,2339055.058,no data,no data,
Harmful Alcohol Use,Total NCD deaths,,2014,India,South-East Asia Region,Total,,5462629.504,no data,no data,
Harmful Alcohol Use,Total NCD deaths,,2014,India,South-East Asia Region,Males,,3015406.694,no data,no data,
Harmful Alcohol Use,Total NCD deaths,,2014,India,South-East Asia Region,Females,,2447222.81,no data,no data,
Harmful Alcohol Use,Total NCD deaths,,2015,India,South-East Asia Region,Total,,5576891.99,no data,no data,
Harmful Alcohol Use,Total NCD deaths,,2015,India,South-East Asia Region,Males,,3051006.679,no data,no data,
Harmful Alcohol Use,Total NCD deaths,,2015,India,South-East Asia Region,Females,,2525885.312,no data,no data,
Harmful Alcohol Use,Total NCD deaths,,2016,India,South-East Asia Region,Total,,5719017.501,no data,no data,
Harmful Alcohol Use,Total NCD deaths,,2016,India,South-East Asia Region,Males,,3104711.496,no data,no data,
Harmful Alcohol Use,Total NCD deaths,,2016,India,South-East Asia Region,Females,,2614306.005,no data,no data,
Harmful Alcohol Use,Total NCD deaths,,2017,India,South-East Asia Region,Total,,5899196.235,no data,no data,
Harmful Alcohol Use,Total NCD deaths,,2017,India,South-East Asia Region,Males,,3187320.784,no data,no data,
Harmful Alcohol Use,Total NCD deaths,,2017,India,South-East Asia Region,Females,,2711875.451,no data,no data,
Harmful Alcohol Use,Total NCD deaths,,2018,India,South-East Asia Region,Total,,6115973.115,no data,no data,
Harmful Alcohol Use,Total NCD deaths,,2018,India,South-East Asia Region,Males,,3323020.875,no data,no data,
Harmful Alcohol Use,Total NCD deaths,,2018,India,South-East Asia Region,Females,,2792952.24,no data,no data,
Harmful Alcohol Use,Total NCD deaths,,2019,India,South-East Asia Region,Total,,6302911.446,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Harmful Alcohol Use,Total NCD deaths,,2019,India,South-East Asia Region,Males,,3450825.58,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Harmful Alcohol Use,Total NCD deaths,,2019,India,South-East Asia Region,Females,,2852085.866,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2000,India,South-East Asia Region,Total,,68386.42653,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2000,India,South-East Asia Region,Males,,54484.48876,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2000,India,South-East Asia Region,Females,,13901.93777,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2001,India,South-East Asia Region,Total,,68676.13765,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2001,India,South-East Asia Region,Males,,54763.47349,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2001,India,South-East Asia Region,Females,,13912.66416,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2002,India,South-East Asia Region,Total,,71618.68587,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2002,India,South-East Asia Region,Males,,57081.46135,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2002,India,South-East Asia Region,Females,,14537.22452,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2003,India,South-East Asia Region,Total,,75075.43682,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2003,India,South-East Asia Region,Males,,60040.25103,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2003,India,South-East Asia Region,Females,,15035.18579,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2004,India,South-East Asia Region,Total,,78144.89134,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2004,India,South-East Asia Region,Males,,63032.64667,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2004,India,South-East Asia Region,Females,,15112.24467,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2005,India,South-East Asia Region,Total,,81339.21779,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2005,India,South-East Asia Region,Males,,65641.15797,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2005,India,South-East Asia Region,Females,,15698.05982,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2006,India,South-East Asia Region,Total,,84667.39467,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2006,India,South-East Asia Region,Males,,68287.72981,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2006,India,South-East Asia Region,Females,,16379.66487,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2007,India,South-East Asia Region,Total,,90707.68212,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2007,India,South-East Asia Region,Males,,73528.97274,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2007,India,South-East Asia Region,Females,,17178.70938,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2008,India,South-East Asia Region,Total,,96157.6173,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2008,India,South-East Asia Region,Males,,78277.2991,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2008,India,South-East Asia Region,Females,,17880.3182,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2009,India,South-East Asia Region,Total,,98610.35414,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2009,India,South-East Asia Region,Males,,80479.5876,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2009,India,South-East Asia Region,Females,,18130.76654,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2010,India,South-East Asia Region,Total,,102464.166,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2010,India,South-East Asia Region,Males,,84037.56682,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2010,India,South-East Asia Region,Females,,18426.59922,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2011,India,South-East Asia Region,Total,,106519.4265,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2011,India,South-East Asia Region,Males,,87457.24661,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2011,India,South-East Asia Region,Females,,19062.17992,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2012,India,South-East Asia Region,Total,,109281.773,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2012,India,South-East Asia Region,Males,,89064.80698,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2012,India,South-East Asia Region,Females,,20216.96599,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2013,India,South-East Asia Region,Total,,111444.4903,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2013,India,South-East Asia Region,Males,,90724.78167,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2013,India,South-East Asia Region,Females,,20719.70859,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2014,India,South-East Asia Region,Total,,112701.4209,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2014,India,South-East Asia Region,Males,,91752.72833,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2014,India,South-East Asia Region,Females,,20948.69254,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2015,India,South-East Asia Region,Total,,113157.1534,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2015,India,South-East Asia Region,Males,,91865.89398,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2015,India,South-East Asia Region,Females,,21291.25945,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2016,India,South-East Asia Region,Total,,114074.3105,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2016,India,South-East Asia Region,Males,,92600.16421,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2016,India,South-East Asia Region,Females,,21474.1463,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2017,India,South-East Asia Region,Total,,115984.1341,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2017,India,South-East Asia Region,Males,,94048.18809,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2017,India,South-East Asia Region,Females,,21935.94602,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2018,India,South-East Asia Region,Total,,117231.3608,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2018,India,South-East Asia Region,Males,,95274.7377,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2018,India,South-East Asia Region,Females,,21956.62306,no data,no data,
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2019,India,South-East Asia Region,Total,,118661.5114,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2019,India,South-East Asia Region,Males,,96931.35666,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Harmful Alcohol Use,Number of deaths due to cirrhosis due to alcohol use,,2019,India,South-East Asia Region,Females,,21730.15473,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2000,India,South-East Asia Region,Total,,4112.138138,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2000,India,South-East Asia Region,Males,,3231.201347,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2000,India,South-East Asia Region,Females,,880.9367908,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2001,India,South-East Asia Region,Total,,4292.249423,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2001,India,South-East Asia Region,Males,,3368.149912,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2001,India,South-East Asia Region,Females,,924.0995107,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2002,India,South-East Asia Region,Total,,4442.52342,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2002,India,South-East Asia Region,Males,,3467.137323,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2002,India,South-East Asia Region,Females,,975.3860968,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2003,India,South-East Asia Region,Total,,4608.479199,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2003,India,South-East Asia Region,Males,,3589.047413,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2003,India,South-East Asia Region,Females,,1019.431786,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2004,India,South-East Asia Region,Total,,4730.285736,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2004,India,South-East Asia Region,Males,,3691.412401,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2004,India,South-East Asia Region,Females,,1038.873335,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2005,India,South-East Asia Region,Total,,4980.746345,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2005,India,South-East Asia Region,Males,,3868.617297,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2005,India,South-East Asia Region,Females,,1112.129048,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2006,India,South-East Asia Region,Total,,5171.220443,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2006,India,South-East Asia Region,Males,,3996.232885,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2006,India,South-East Asia Region,Females,,1174.987558,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2007,India,South-East Asia Region,Total,,5525.938329,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2007,India,South-East Asia Region,Males,,4272.951789,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2007,India,South-East Asia Region,Females,,1252.98654,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2008,India,South-East Asia Region,Total,,5774.501194,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2008,India,South-East Asia Region,Males,,4477.182419,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2008,India,South-East Asia Region,Females,,1297.318775,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2009,India,South-East Asia Region,Total,,5979.884971,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2009,India,South-East Asia Region,Males,,4645.704838,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2009,India,South-East Asia Region,Females,,1334.180133,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2010,India,South-East Asia Region,Total,,6336.302412,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2010,India,South-East Asia Region,Males,,4935.093541,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2010,India,South-East Asia Region,Females,,1401.208871,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2011,India,South-East Asia Region,Total,,6599.544647,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2011,India,South-East Asia Region,Males,,5132.836528,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2011,India,South-East Asia Region,Females,,1466.708119,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2012,India,South-East Asia Region,Total,,6848.233307,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2012,India,South-East Asia Region,Males,,5295.230491,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2012,India,South-East Asia Region,Females,,1553.002815,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2013,India,South-East Asia Region,Total,,7237.19747,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2013,India,South-East Asia Region,Males,,5574.595139,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2013,India,South-East Asia Region,Females,,1662.602331,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2014,India,South-East Asia Region,Total,,7534.171023,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2014,India,South-East Asia Region,Males,,5816.387792,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2014,India,South-East Asia Region,Females,,1717.783232,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2015,India,South-East Asia Region,Total,,8081.564933,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2015,India,South-East Asia Region,Males,,6225.859235,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2015,India,South-East Asia Region,Females,,1855.705699,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2016,India,South-East Asia Region,Total,,8615.136984,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2016,India,South-East Asia Region,Males,,6633.069833,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2016,India,South-East Asia Region,Females,,1982.067151,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2017,India,South-East Asia Region,Total,,9284.625617,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2017,India,South-East Asia Region,Males,,7147.599491,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2017,India,South-East Asia Region,Females,,2137.026126,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2018,India,South-East Asia Region,Total,,10110.61074,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2018,India,South-East Asia Region,Males,,7824.605857,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2018,India,South-East Asia Region,Females,,2286.004884,no data,no data,
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2019,India,South-East Asia Region,Total,,10765.32094,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2019,India,South-East Asia Region,Males,,8364.330023,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Harmful Alcohol Use,Number of deaths due to liver cancer secondary to alcohol use,,2019,India,South-East Asia Region,Females,,2400.990913,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Harmful Alcohol Use,NCD age-standardized death rate,,2000,India,South-East Asia Region,Total,,530,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2000,India,South-East Asia Region,Males,,599,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2000,India,South-East Asia Region,Females,,467,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2001,India,South-East Asia Region,Total,,522,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2001,India,South-East Asia Region,Males,,595,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2001,India,South-East Asia Region,Females,,456,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2002,India,South-East Asia Region,Total,,524,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2002,India,South-East Asia Region,Males,,594,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2002,India,South-East Asia Region,Females,,461,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2003,India,South-East Asia Region,Total,,533,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2003,India,South-East Asia Region,Males,,609,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2003,India,South-East Asia Region,Females,,464,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2004,India,South-East Asia Region,Total,,534,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2004,India,South-East Asia Region,Males,,614,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2004,India,South-East Asia Region,Females,,459,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2005,India,South-East Asia Region,Total,,530,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2005,India,South-East Asia Region,Males,,606,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2005,India,South-East Asia Region,Females,,460,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2006,India,South-East Asia Region,Total,,537,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2006,India,South-East Asia Region,Males,,606,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2006,India,South-East Asia Region,Females,,471,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2007,India,South-East Asia Region,Total,,555,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2007,India,South-East Asia Region,Males,,631,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2007,India,South-East Asia Region,Females,,484,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2008,India,South-East Asia Region,Total,,561,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2008,India,South-East Asia Region,Males,,641,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2008,India,South-East Asia Region,Females,,486,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2009,India,South-East Asia Region,Total,,549,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2009,India,South-East Asia Region,Males,,631,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2009,India,South-East Asia Region,Females,,473,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2010,India,South-East Asia Region,Total,,551,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2010,India,South-East Asia Region,Males,,640,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2010,India,South-East Asia Region,Females,,468,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2011,India,South-East Asia Region,Total,,558,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2011,India,South-East Asia Region,Males,,647,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2011,India,South-East Asia Region,Females,,475,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2012,India,South-East Asia Region,Total,,563,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2012,India,South-East Asia Region,Males,,641,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2012,India,South-East Asia Region,Females,,490,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2013,India,South-East Asia Region,Total,,582,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2013,India,South-East Asia Region,Males,,666,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2013,India,South-East Asia Region,Females,,506,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2014,India,South-East Asia Region,Total,,599,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2014,India,South-East Asia Region,Males,,694,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2014,India,South-East Asia Region,Females,,515,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2015,India,South-East Asia Region,Total,,588,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2015,India,South-East Asia Region,Males,,674,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2015,India,South-East Asia Region,Females,,512,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2016,India,South-East Asia Region,Total,,581,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2016,India,South-East Asia Region,Males,,658,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2016,India,South-East Asia Region,Females,,511,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2017,India,South-East Asia Region,Total,,578,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2017,India,South-East Asia Region,Males,,649,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2017,India,South-East Asia Region,Females,,513,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2018,India,South-East Asia Region,Total,,579,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2018,India,South-East Asia Region,Males,,653,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2018,India,South-East Asia Region,Females,,510,no data,no data,
Harmful Alcohol Use,NCD age-standardized death rate,,2019,India,South-East Asia Region,Total,,577,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Harmful Alcohol Use,NCD age-standardized death rate,,2019,India,South-East Asia Region,Males,,656,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Harmful Alcohol Use,NCD age-standardized death rate,,2019,India,South-East Asia Region,Females,,504,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2000,India,South-East Asia Region,Total,,10,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2000,India,South-East Asia Region,Males,,15,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2000,India,South-East Asia Region,Females,,4,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2001,India,South-East Asia Region,Total,,9,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2001,India,South-East Asia Region,Males,,15,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2001,India,South-East Asia Region,Females,,4,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2002,India,South-East Asia Region,Total,,10,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2002,India,South-East Asia Region,Males,,15,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2002,India,South-East Asia Region,Females,,4,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2003,India,South-East Asia Region,Total,,10,no data,no data,
Harmful Alcohol Use,Cirrhosis due to alcohol use age-standardized death rate,,2003,India,South-East Asia Region,Males,,16,no data,no data,
